Magnetic Anomaly (2018)
---------------------------------
Column1: Longitude (degree)
Column2: Latitude (degree)
Column3: Magnetic Anomaly (nT)
---------------------------------
Longit. Latit.  MagAno
129.000 36.825   -54.4
129.025 36.825  -102.5
129.050 36.825   -68.8
129.075 36.825   -61.5
129.100 36.825   -69.0
129.125 36.825   -66.6
129.150 36.825   -77.1
129.175 36.825   -87.8
129.200 36.825  -122.2
129.225 36.825  -145.5
129.250 36.825  -155.2
129.275 36.825  -153.8
129.300 36.825  -130.5
129.325 36.825   -96.3
129.350 36.825  -115.0
129.375 36.825   -85.2
129.400 36.825  -104.5
129.425 36.825  -115.7
129.450 36.825  -121.3
126.000 36.850  -112.2
126.025 36.850   -81.4
126.050 36.850  -114.3
126.075 36.850  -130.4
126.100 36.850    44.2
126.125 36.850  -163.5
126.150 36.850   -59.2
126.175 36.850   -86.6
126.200 36.850   -84.7
126.225 36.850   -69.2
126.250 36.850   -56.5
126.275 36.850   -12.3
126.300 36.850   -85.3
126.325 36.850  -108.3
126.350 36.850   -89.2
126.375 36.850   -79.7
126.400 36.850   -93.1
126.425 36.850  -103.3
126.450 36.850   -86.4
126.475 36.850  -134.1
126.500 36.850  -165.9
126.525 36.850  -110.7
126.550 36.850   -57.3
126.575 36.850   -74.1
126.600 36.850   -87.7
126.625 36.850  -109.9
126.650 36.850  -136.0
126.675 36.850  -108.2
126.700 36.850   -70.3
126.725 36.850   -64.4
126.750 36.850  -164.5
126.775 36.850   -24.2
126.800 36.850   -10.6
126.825 36.850     2.1
126.850 36.850     8.6
126.875 36.850   -14.4
126.900 36.850   -31.7
126.925 36.850   -38.2
126.950 36.850   -31.1
126.975 36.850   -35.3
127.000 36.850   -35.1
127.025 36.850   -32.3
127.050 36.850   -28.3
127.075 36.850   -30.7
127.100 36.850   -35.8
127.125 36.850   -23.9
127.150 36.850   -40.3
127.175 36.850   -41.7
127.200 36.850   -41.8
127.225 36.850   -44.9
127.250 36.850   -27.0
127.275 36.850   -23.3
127.300 36.850   -37.7
127.325 36.850   -33.8
127.350 36.850   -28.1
127.375 36.850   -33.3
127.400 36.850   -56.1
127.425 36.850   -80.0
127.450 36.850   -90.1
127.475 36.850   -87.1
127.500 36.850  -112.6
127.525 36.850  -111.1
127.550 36.850  -104.6
127.575 36.850  -119.1
127.600 36.850  -125.7
127.625 36.850  -155.1
127.650 36.850  -105.2
127.675 36.850   -69.5
127.700 36.850   -99.7
127.725 36.850   -91.2
127.750 36.850  -173.1
127.775 36.850  -133.5
127.800 36.850  -148.0
127.825 36.850  -136.8
127.850 36.850  -161.0
127.875 36.850  -150.2
127.900 36.850    20.3
127.925 36.850   771.3
127.950 36.850   -20.2
127.975 36.850     1.3
128.000 36.850   -48.4
128.025 36.850   -13.7
128.050 36.850   -38.1
128.075 36.850   -33.6
128.100 36.850   -34.4
128.125 36.850   -24.7
128.150 36.850     2.6
128.175 36.850   -11.9
128.200 36.850   -20.8
128.225 36.850   -26.3
128.250 36.850   -23.9
128.275 36.850   -22.5
128.300 36.850   -25.7
128.325 36.850   -39.7
128.350 36.850   -41.8
128.375 36.850   -43.6
128.400 36.850   -43.2
128.425 36.850   -51.9
128.450 36.850   -25.3
128.475 36.850   -39.0
128.500 36.850   -20.7
128.525 36.850   -37.7
128.550 36.850   -52.5
128.575 36.850   -63.7
128.600 36.850   -77.4
128.625 36.850   -86.1
128.650 36.850   -86.3
128.675 36.850   -97.8
128.700 36.850  -102.6
128.725 36.850  -105.4
128.750 36.850  -103.4
128.775 36.850   -70.2
128.800 36.850   -67.8
128.825 36.850   -67.7
128.850 36.850   -63.7
128.875 36.850   -39.8
128.900 36.850   -16.0
128.925 36.850   -18.7
128.950 36.850   -55.3
128.975 36.850   -70.3
129.000 36.850  -105.5
129.025 36.850  -127.1
129.050 36.850  -113.4
129.075 36.850   -50.1
129.100 36.850    88.9
129.125 36.850  -105.5
129.150 36.850    -5.9
129.175 36.850   -94.9
129.200 36.850  -129.9
129.225 36.850  -127.8
129.250 36.850  -104.7
129.275 36.850   -98.0
129.300 36.850  -118.2
129.325 36.850   -94.9
129.350 36.850   -83.3
129.375 36.850   -85.4
129.400 36.850   -85.3
129.425 36.850  -103.9
126.000 36.875  -178.3
126.025 36.875   -71.6
126.050 36.875   -72.2
126.075 36.875   -26.5
126.100 36.875   133.2
126.125 36.875   -78.7
126.150 36.875   -38.3
126.175 36.875   -48.7
126.200 36.875   -58.5
126.225 36.875   -36.4
126.250 36.875    44.3
126.275 36.875   -33.1
126.300 36.875   -20.8
126.325 36.875   -80.1
126.350 36.875   -93.1
126.375 36.875   -78.5
126.400 36.875   -65.2
126.425 36.875   -65.8
126.450 36.875   -94.4
126.475 36.875  -146.0
126.500 36.875  -146.3
126.525 36.875  -124.8
126.550 36.875  -113.9
126.575 36.875  -102.2
126.600 36.875  -107.5
126.625 36.875  -101.0
126.650 36.875  -103.9
126.675 36.875  -108.4
126.700 36.875   -98.7
126.725 36.875   -78.1
126.750 36.875   -84.6
126.775 36.875   -11.7
126.800 36.875    95.6
126.825 36.875    27.0
126.850 36.875    -9.9
126.875 36.875   -20.0
126.900 36.875    -7.4
126.925 36.875     7.9
126.950 36.875    32.6
126.975 36.875   -24.6
127.000 36.875   -25.0
127.025 36.875   -18.8
127.050 36.875   -26.6
127.075 36.875   -25.3
127.100 36.875   -24.5
127.125 36.875   -24.3
127.150 36.875   -21.5
127.175 36.875   -37.4
127.200 36.875   -53.5
127.225 36.875   -44.7
127.250 36.875   -38.0
127.275 36.875   -31.3
127.300 36.875   -31.6
127.325 36.875   -17.2
127.350 36.875   -35.5
127.375 36.875   -29.9
127.400 36.875   -46.0
127.425 36.875   -56.1
127.450 36.875   -60.4
127.475 36.875   -70.9
127.500 36.875   -90.8
127.525 36.875   -86.1
127.550 36.875  -111.6
127.575 36.875  -109.8
127.600 36.875  -112.1
127.625 36.875  -121.8
127.650 36.875  -134.0
127.675 36.875   -96.6
127.700 36.875   -84.2
127.725 36.875  -158.8
127.750 36.875  -104.0
127.775 36.875   -51.5
127.800 36.875   -67.0
127.825 36.875   -85.1
127.850 36.875   -83.4
127.875 36.875    64.6
127.900 36.875   290.1
127.925 36.875   946.4
127.950 36.875    89.9
127.975 36.875    48.8
128.000 36.875  -126.3
128.025 36.875   -22.0
128.050 36.875   -19.8
128.075 36.875    -7.9
128.100 36.875    -3.6
128.125 36.875     4.0
128.150 36.875   -49.1
128.175 36.875   -25.9
128.200 36.875   -35.5
128.225 36.875    21.8
128.250 36.875   -16.3
128.275 36.875     1.0
128.300 36.875   -20.2
128.325 36.875   -59.0
128.350 36.875   -65.1
128.375 36.875   -47.5
128.400 36.875   -72.1
128.425 36.875   -76.9
128.450 36.875   -91.5
128.475 36.875   -71.3
128.500 36.875   -35.0
128.525 36.875   -28.5
128.550 36.875   -53.7
128.575 36.875   -72.8
128.600 36.875   -79.9
128.625 36.875   -69.9
128.650 36.875   -91.9
128.675 36.875   -98.8
128.700 36.875   -99.6
128.725 36.875   -98.7
128.750 36.875  -100.8
128.775 36.875   -78.4
128.800 36.875   -69.6
128.825 36.875   -51.5
128.850 36.875   -29.4
128.875 36.875   -23.0
128.900 36.875   -35.5
128.925 36.875   -50.4
128.950 36.875   -71.1
128.975 36.875   -80.9
129.000 36.875  -103.5
129.025 36.875  -108.4
129.050 36.875  -103.5
129.075 36.875   -31.3
129.100 36.875  -109.5
129.125 36.875  -142.1
129.150 36.875  -167.7
129.175 36.875  -103.2
129.200 36.875   -73.3
129.225 36.875  -106.5
129.250 36.875   -68.4
129.275 36.875   -50.0
129.300 36.875   -81.3
129.325 36.875   -69.7
129.350 36.875   -54.4
129.375 36.875   141.3
129.400 36.875  -119.2
129.425 36.875  -221.6
126.000 36.900  -152.8
126.025 36.900  -167.8
126.050 36.900   -93.7
126.075 36.900   -30.1
126.100 36.900    14.3
126.125 36.900    -3.0
126.150 36.900     1.8
126.175 36.900    23.4
126.200 36.900    19.6
126.225 36.900   -78.8
126.250 36.900  -120.7
126.275 36.900   -36.3
126.300 36.900   -83.7
126.325 36.900   -86.8
126.350 36.900   -75.6
126.375 36.900   -63.7
126.400 36.900   -66.3
126.425 36.900   -73.6
126.450 36.900   -65.7
126.475 36.900  -120.3
126.500 36.900  -109.5
126.525 36.900  -109.1
126.550 36.900   -85.7
126.575 36.900   -90.6
126.600 36.900   -96.3
126.625 36.900   -98.4
126.650 36.900   -97.0
126.675 36.900  -103.6
126.700 36.900  -107.4
126.725 36.900  -129.1
126.750 36.900  -110.3
126.775 36.900     6.2
126.800 36.900    40.5
126.825 36.900    46.8
126.850 36.900    64.6
126.875 36.900    43.4
126.900 36.900    14.8
126.925 36.900   -10.5
126.950 36.900   -11.7
126.975 36.900   -41.5
127.000 36.900    -8.8
127.025 36.900    -3.0
127.050 36.900   -11.6
127.075 36.900    -3.7
127.100 36.900    -2.5
127.125 36.900     4.5
127.150 36.900   -14.4
127.175 36.900   -30.0
127.200 36.900   -50.5
127.225 36.900   -45.3
127.250 36.900   -28.8
127.275 36.900   -29.9
127.300 36.900   -26.5
127.325 36.900   -35.3
127.350 36.900   -32.3
127.375 36.900   -25.2
127.400 36.900   -40.5
127.425 36.900   -51.9
127.450 36.900   -61.4
127.475 36.900   -70.2
127.500 36.900   -84.1
127.525 36.900   -84.6
127.550 36.900   -92.6
127.575 36.900  -102.8
127.600 36.900  -107.0
127.625 36.900  -104.4
127.650 36.900  -121.3
127.675 36.900  -131.1
127.700 36.900  -160.6
127.725 36.900  -179.7
127.750 36.900    90.5
127.775 36.900     7.8
127.800 36.900   111.0
127.825 36.900   -31.0
127.850 36.900   -94.5
127.875 36.900  -479.9
127.900 36.900  -177.7
127.925 36.900   503.7
127.950 36.900  1126.6
127.975 36.900   226.1
128.000 36.900    58.8
128.025 36.900    38.1
128.050 36.900   -14.3
128.075 36.900    18.3
128.100 36.900    -9.6
128.125 36.900    20.4
128.150 36.900     7.8
128.175 36.900    -3.9
128.200 36.900  -105.3
128.225 36.900    40.1
128.250 36.900   -36.1
128.275 36.900   -26.8
128.300 36.900   -32.0
128.325 36.900   -52.3
128.350 36.900   -31.7
128.375 36.900   -42.0
128.400 36.900   -82.4
128.425 36.900   -98.0
128.450 36.900   -94.6
128.475 36.900   -87.4
128.500 36.900   -42.5
128.525 36.900   -55.5
128.550 36.900   -67.9
128.575 36.900   -80.2
128.600 36.900   -95.5
128.625 36.900   -93.0
128.650 36.900   -97.3
128.675 36.900   -98.8
128.700 36.900  -101.0
128.725 36.900   -90.5
128.750 36.900   -78.0
128.775 36.900   -67.9
128.800 36.900   -54.7
128.825 36.900   -28.6
128.850 36.900   -13.9
128.875 36.900   -21.2
128.900 36.900   -37.4
128.925 36.900   -61.5
128.950 36.900   -81.1
128.975 36.900   -88.7
129.000 36.900  -105.8
129.025 36.900   -10.3
129.050 36.900   -51.0
129.075 36.900  -158.4
129.100 36.900  -147.9
129.125 36.900   -87.6
129.150 36.900  -110.7
129.175 36.900  -130.3
129.200 36.900  -142.6
129.225 36.900   -66.2
129.250 36.900   -75.8
129.275 36.900    66.4
129.300 36.900     1.6
129.325 36.900   -78.3
129.350 36.900   -40.7
129.375 36.900   -43.2
129.400 36.900   -32.7
129.425 36.900   -18.5
125.975 36.925   -53.8
126.000 36.925     8.6
126.025 36.925  -123.4
126.050 36.925  -130.3
126.075 36.925   -96.9
126.100 36.925   -28.0
126.125 36.925    -3.4
126.150 36.925    27.0
126.175 36.925   -10.8
126.200 36.925   -16.4
126.225 36.925    19.1
126.250 36.925   -21.2
126.275 36.925   -73.2
126.300 36.925   -81.9
126.325 36.925   -91.9
126.350 36.925   -95.0
126.375 36.925   -71.9
126.400 36.925   -50.6
126.425 36.925   -60.0
126.450 36.925  -107.2
126.475 36.925  -104.7
126.500 36.925   -98.4
126.525 36.925   -73.8
126.550 36.925   -61.5
126.575 36.925   -55.8
126.600 36.925   -61.8
126.625 36.925   -41.2
126.650 36.925   -68.8
126.675 36.925   -82.4
126.700 36.925   -90.5
126.725 36.925  -107.7
126.750 36.925  -123.3
126.775 36.925  -126.3
126.800 36.925   -69.4
126.825 36.925   -37.3
126.850 36.925   -24.2
126.875 36.925    -1.9
126.900 36.925   -21.8
126.925 36.925    -8.2
126.950 36.925     9.3
126.975 36.925    -4.9
127.000 36.925    53.4
127.025 36.925    26.9
127.050 36.925    27.3
127.075 36.925     4.6
127.100 36.925    -3.0
127.125 36.925    -9.3
127.150 36.925   -12.0
127.175 36.925   -23.8
127.200 36.925   -34.4
127.225 36.925   -37.4
127.250 36.925   -10.9
127.275 36.925   -20.4
127.300 36.925   -17.6
127.325 36.925   -24.8
127.350 36.925   -23.6
127.375 36.925   -21.4
127.400 36.925   -25.9
127.425 36.925   -41.9
127.450 36.925   -45.6
127.475 36.925   -60.2
127.500 36.925   -71.8
127.525 36.925   -96.4
127.550 36.925   -99.7
127.575 36.925   -82.2
127.600 36.925  -103.1
127.625 36.925   -97.1
127.650 36.925  -101.7
127.675 36.925  -113.2
127.700 36.925  -120.7
127.725 36.925   -91.8
127.750 36.925  -311.5
127.775 36.925  -242.6
127.800 36.925   107.4
127.825 36.925   -41.0
127.850 36.925   556.1
127.875 36.925   386.6
127.900 36.925   -86.9
127.925 36.925   117.9
127.950 36.925   -81.2
127.975 36.925   786.8
128.000 36.925    39.8
128.025 36.925    87.9
128.050 36.925    -7.1
128.075 36.925    -0.8
128.100 36.925   -25.9
128.125 36.925   -24.1
128.150 36.925    57.1
128.175 36.925   -29.0
128.200 36.925   -30.9
128.225 36.925   -22.4
128.250 36.925   -56.6
128.275 36.925    13.1
128.300 36.925   -29.0
128.325 36.925   -39.3
128.350 36.925   -21.5
128.375 36.925    -3.2
128.400 36.925   -43.9
128.425 36.925   -86.5
128.450 36.925   -85.2
128.475 36.925   -96.1
128.500 36.925  -115.2
128.525 36.925   -84.7
128.550 36.925   -86.7
128.575 36.925   -86.0
128.600 36.925   -96.0
128.625 36.925   -88.6
128.650 36.925   -87.9
128.675 36.925   -88.5
128.700 36.925   -80.5
128.725 36.925   -79.0
128.750 36.925   -86.4
128.775 36.925   -83.7
128.800 36.925   -74.3
128.825 36.925   -54.1
128.850 36.925   -36.1
128.875 36.925   -30.0
128.900 36.925   -49.3
128.925 36.925   -71.0
128.950 36.925   -88.5
128.975 36.925   -85.7
129.000 36.925   -47.8
129.025 36.925   -77.6
129.050 36.925   -86.1
129.075 36.925  -104.1
129.100 36.925  -105.0
129.125 36.925  -110.3
129.150 36.925   -99.6
129.175 36.925   -87.6
129.200 36.925   -82.5
129.225 36.925   -64.7
129.250 36.925   -54.3
129.275 36.925   -71.2
129.300 36.925   -10.4
129.325 36.925    16.8
129.350 36.925    14.3
129.375 36.925   122.4
129.400 36.925     9.1
129.425 36.925   -31.2
125.975 36.950     5.5
126.000 36.950  -100.1
126.025 36.950   -68.5
126.050 36.950   -29.2
126.075 36.950    52.3
126.100 36.950    28.7
126.125 36.950   -24.6
126.150 36.950   -93.8
126.175 36.950    53.3
126.200 36.950    -4.1
126.225 36.950   -27.9
126.250 36.950     2.4
126.275 36.950   -12.2
126.300 36.950   -65.8
126.325 36.950   -62.1
126.350 36.950   -97.3
126.375 36.950   -85.5
126.400 36.950  -123.0
126.425 36.950   -85.7
126.450 36.950  -118.3
126.475 36.950   -98.3
126.500 36.950  -108.4
126.525 36.950   -72.9
126.550 36.950   -69.7
126.575 36.950   -67.5
126.600 36.950   -73.6
126.625 36.950   -64.2
126.650 36.950   -82.1
126.675 36.950   -81.0
126.700 36.950   -81.8
126.725 36.950   -88.6
126.750 36.950   -71.6
126.775 36.950   -96.0
126.800 36.950  -141.3
126.825 36.950  -168.4
126.850 36.950  -134.5
126.875 36.950  -116.8
126.900 36.950   -64.4
126.925 36.950   -11.6
126.950 36.950   -26.1
126.975 36.950   -37.3
127.000 36.950    76.2
127.025 36.950    63.2
127.050 36.950    52.5
127.075 36.950    62.6
127.100 36.950    45.3
127.125 36.950    10.4
127.150 36.950    -5.0
127.175 36.950   -21.4
127.200 36.950   -29.8
127.225 36.950   -31.0
127.250 36.950     1.0
127.275 36.950    -3.2
127.300 36.950   -16.3
127.325 36.950   -17.2
127.350 36.950   -24.5
127.375 36.950   -28.6
127.400 36.950     5.4
127.425 36.950   -41.0
127.450 36.950   -48.9
127.475 36.950   -57.0
127.500 36.950   -74.0
127.525 36.950   -83.9
127.550 36.950   -98.1
127.575 36.950  -105.2
127.600 36.950  -105.5
127.625 36.950   -97.6
127.650 36.950  -104.2
127.675 36.950  -104.4
127.700 36.950  -111.4
127.725 36.950   -84.1
127.750 36.950  -170.7
127.775 36.950  -267.3
127.800 36.950  -277.5
127.825 36.950  -378.3
127.850 36.950  -525.2
127.875 36.950   361.3
127.900 36.950   -82.6
127.925 36.950  -363.6
127.950 36.950   303.6
127.975 36.950   823.3
128.000 36.950   935.3
128.025 36.950    19.3
128.050 36.950  -115.4
128.075 36.950   -48.0
128.100 36.950   -72.0
128.125 36.950    57.1
128.150 36.950    11.0
128.175 36.950    -9.9
128.200 36.950   -14.1
128.225 36.950     1.7
128.250 36.950   -30.3
128.275 36.950    14.7
128.300 36.950   -41.9
128.325 36.950   -41.8
128.350 36.950   -32.7
128.375 36.950   -69.2
128.400 36.950   -27.8
128.425 36.950   -62.5
128.450 36.950   -83.8
128.475 36.950   -84.0
128.500 36.950   -84.5
128.525 36.950   -98.3
128.550 36.950   -93.2
128.575 36.950   -87.9
128.600 36.950   -90.8
128.625 36.950   -90.1
128.650 36.950   -81.7
128.675 36.950   -84.7
128.700 36.950   -94.7
128.725 36.950   -93.1
128.750 36.950   -90.2
128.775 36.950   -90.4
128.800 36.950   -87.8
128.825 36.950   -71.3
128.850 36.950   -53.5
128.875 36.950   -59.7
128.900 36.950   -75.4
128.925 36.950   -81.5
128.950 36.950   -63.4
128.975 36.950    13.4
129.000 36.950   -82.0
129.025 36.950   -89.1
129.050 36.950    84.0
129.075 36.950   -54.7
129.100 36.950   -83.4
129.125 36.950  -109.0
129.150 36.950   -91.4
129.175 36.950   -81.1
129.200 36.950   -70.9
129.225 36.950   -68.4
129.250 36.950   -23.6
129.275 36.950    10.7
129.300 36.950    91.8
129.325 36.950   167.0
129.350 36.950   208.4
129.375 36.950   134.8
129.400 36.950    32.2
129.425 36.950   -76.2
125.975 36.975    68.6
126.000 36.975   -98.1
126.025 36.975  -102.4
126.050 36.975   -95.9
126.075 36.975  -167.5
126.100 36.975  -102.4
126.125 36.975   -89.4
126.150 36.975   -85.8
126.175 36.975  -122.6
126.200 36.975  -113.0
126.225 36.975   -24.5
126.250 36.975    -2.8
126.275 36.975    -2.7
126.300 36.975    11.2
126.325 36.975   -43.0
126.350 36.975   -74.2
126.375 36.975   -65.0
126.400 36.975   -83.3
126.425 36.975   -91.1
126.450 36.975   -87.6
126.475 36.975  -111.0
126.500 36.975  -107.0
126.525 36.975   -58.7
126.550 36.975   -64.5
126.575 36.975   -66.7
126.600 36.975   -71.1
126.625 36.975   -67.7
126.650 36.975  -108.5
126.675 36.975   -73.3
126.700 36.975   -66.5
126.725 36.975   -90.3
126.750 36.975  -107.6
126.775 36.975  -100.7
126.800 36.975   -95.2
126.825 36.975   -88.1
126.850 36.975   -82.2
126.875 36.975   -76.6
126.900 36.975   -72.4
126.925 36.975   -77.2
126.950 36.975   -73.4
126.975 36.975   -87.5
127.000 36.975  -104.6
127.025 36.975   -54.2
127.050 36.975   -60.4
127.075 36.975   -55.0
127.100 36.975   -84.8
127.125 36.975   -76.9
127.150 36.975     9.8
127.175 36.975    12.9
127.200 36.975    11.6
127.225 36.975     9.5
127.250 36.975    45.1
127.275 36.975    33.5
127.300 36.975    -4.1
127.325 36.975   -10.7
127.350 36.975   -10.1
127.375 36.975    -4.0
127.400 36.975   -17.9
127.425 36.975   -39.0
127.450 36.975   -45.6
127.475 36.975   -49.2
127.500 36.975   -59.3
127.525 36.975   -71.6
127.550 36.975   -51.5
127.575 36.975   -89.1
127.600 36.975   -90.0
127.625 36.975   -80.2
127.650 36.975   -89.1
127.675 36.975   -92.5
127.700 36.975   -86.6
127.725 36.975   -68.6
127.750 36.975   -97.5
127.775 36.975   -85.4
127.800 36.975  -289.7
127.825 36.975  -295.9
127.850 36.975  -276.4
127.875 36.975   282.3
127.900 36.975    38.5
127.925 36.975   -65.7
127.950 36.975  -207.6
127.975 36.975   254.1
128.000 36.975  -277.2
128.025 36.975  -214.2
128.050 36.975  -182.9
128.075 36.975  -117.5
128.100 36.975   -85.0
128.125 36.975  -161.7
128.150 36.975    -7.3
128.175 36.975    -3.5
128.200 36.975    -2.5
128.225 36.975   -15.3
128.250 36.975   -25.2
128.275 36.975   -14.8
128.300 36.975     2.6
128.325 36.975   -56.5
128.350 36.975   -40.6
128.375 36.975   -55.7
128.400 36.975   -49.2
128.425 36.975   -17.2
128.450 36.975   -52.4
128.475 36.975   -62.6
128.500 36.975   -86.0
128.525 36.975   -86.6
128.550 36.975   -87.5
128.575 36.975   -98.9
128.600 36.975   -87.9
128.625 36.975   -71.6
128.650 36.975   -78.0
128.675 36.975   -75.4
128.700 36.975   -79.5
128.725 36.975   -63.0
128.750 36.975   -25.4
128.775 36.975   -87.7
128.800 36.975   -99.9
128.825 36.975   -92.0
128.850 36.975  -104.1
128.875 36.975  -105.7
128.900 36.975   -63.1
128.925 36.975    12.1
128.950 36.975    91.2
128.975 36.975    38.0
129.000 36.975   -90.4
129.025 36.975   -41.0
129.050 36.975   -50.1
129.075 36.975   -62.8
129.100 36.975   -72.3
129.125 36.975   -80.1
129.150 36.975   -46.7
129.175 36.975    -8.2
129.200 36.975   -53.9
129.225 36.975   -28.0
129.250 36.975   -19.0
129.275 36.975    24.3
129.300 36.975   204.5
129.325 36.975   242.0
129.350 36.975   191.1
129.375 36.975    56.0
129.400 36.975   -74.8
129.425 36.975   -91.2
125.850 37.000  -151.3
125.875 37.000  -138.6
125.900 37.000  -137.3
125.925 37.000  -150.1
125.950 37.000  -271.2
125.975 37.000   234.9
126.000 37.000  -132.0
126.025 37.000  -139.1
126.050 37.000   -26.2
126.075 37.000   -63.9
126.100 37.000   -63.5
126.125 37.000  -129.1
126.150 37.000  -159.4
126.175 37.000  -131.3
126.200 37.000   -89.1
126.225 37.000   -16.8
126.250 37.000  -101.8
126.275 37.000    52.3
126.300 37.000   -95.3
126.325 37.000   -74.7
126.350 37.000   -58.5
126.375 37.000    39.7
126.400 37.000   -49.3
126.425 37.000   -38.2
126.450 37.000   -93.1
126.475 37.000  -101.3
126.500 37.000   -92.2
126.525 37.000   -72.8
126.550 37.000   -74.4
126.575 37.000   -61.7
126.600 37.000   -59.8
126.625 37.000   -68.4
126.650 37.000   -62.2
126.675 37.000   -71.4
126.700 37.000   -43.7
126.725 37.000  -113.0
126.750 37.000   -68.6
126.775 37.000   -53.3
126.800 37.000   -11.9
126.825 37.000   -56.5
126.850 37.000   -66.2
126.875 37.000   -82.9
126.900 37.000   -59.0
126.925 37.000   -47.1
126.950 37.000   -65.5
126.975 37.000   -79.9
127.000 37.000  -195.0
127.025 37.000  -133.0
127.050 37.000  -133.8
127.075 37.000  -114.0
127.100 37.000  -107.3
127.125 37.000   -85.7
127.150 37.000   -95.7
127.175 37.000    27.6
127.200 37.000    46.6
127.225 37.000    92.4
127.250 37.000    67.2
127.275 37.000    71.3
127.300 37.000    16.4
127.325 37.000     9.2
127.350 37.000     8.7
127.375 37.000   -26.3
127.400 37.000   -15.9
127.425 37.000   -27.2
127.450 37.000   -35.2
127.475 37.000   -50.3
127.500 37.000   -43.7
127.525 37.000   -52.2
127.550 37.000   -72.5
127.575 37.000   -87.5
127.600 37.000   -92.0
127.625 37.000   -80.9
127.650 37.000   -84.3
127.675 37.000   -85.5
127.700 37.000   -71.6
127.725 37.000   -52.5
127.750 37.000  -100.6
127.775 37.000   -20.7
127.800 37.000   -41.6
127.825 37.000  -156.0
127.850 37.000  -230.7
127.875 37.000  -294.8
127.900 37.000   -86.3
127.925 37.000    93.8
127.950 37.000    87.4
127.975 37.000  -337.0
128.000 37.000   794.7
128.025 37.000   109.1
128.050 37.000  -170.9
128.075 37.000   -98.4
128.100 37.000   121.5
128.125 37.000   -55.4
128.150 37.000    86.8
128.175 37.000   -60.6
128.200 37.000   -32.6
128.225 37.000   -17.3
128.250 37.000   -66.2
128.275 37.000   -32.0
128.300 37.000   -35.6
128.325 37.000   -48.2
128.350 37.000   -38.5
128.375 37.000   -40.2
128.400 37.000   -15.0
128.425 37.000    22.8
128.450 37.000   -18.5
128.475 37.000   -48.8
128.500 37.000   -51.6
128.525 37.000   -56.0
128.550 37.000   -81.0
128.575 37.000   -80.9
128.600 37.000   -59.5
128.625 37.000   -58.5
128.650 37.000   -58.1
128.675 37.000   -56.0
128.700 37.000   -49.2
128.725 37.000   -50.6
128.750 37.000   -63.5
128.775 37.000   -70.7
128.800 37.000   -90.8
128.825 37.000   -95.7
128.850 37.000   -96.0
128.875 37.000   -55.8
128.900 37.000   -22.4
128.925 37.000   110.5
128.950 37.000    32.1
128.975 37.000   -35.4
129.000 37.000    -6.8
129.025 37.000    95.1
129.050 37.000    46.9
129.075 37.000   -63.7
129.100 37.000   -39.3
129.125 37.000   -58.8
129.150 37.000   -44.9
129.175 37.000   -18.9
129.200 37.000   -20.5
129.225 37.000    12.6
129.250 37.000    92.4
129.275 37.000     9.1
129.300 37.000    66.8
129.325 37.000    34.4
129.350 37.000   -37.4
129.375 37.000   -82.6
129.400 37.000   -65.2
129.425 37.000   -48.6
129.450 37.000   -51.7
129.475 37.000   -42.1
125.850 37.025  -145.5
125.875 37.025  -136.9
125.900 37.025  -107.4
125.925 37.025   -91.4
125.950 37.025  -219.1
125.975 37.025  -216.3
126.000 37.025  -160.4
126.025 37.025  -142.4
126.050 37.025  -138.3
126.075 37.025  -123.3
126.100 37.025   -61.8
126.125 37.025   -97.9
126.150 37.025  -165.0
126.175 37.025  -145.3
126.200 37.025   -56.2
126.225 37.025   -10.4
126.250 37.025   -68.7
126.275 37.025   -11.5
126.300 37.025   -64.9
126.325 37.025   -21.1
126.350 37.025   130.7
126.375 37.025    51.6
126.400 37.025   -17.9
126.425 37.025   -40.1
126.450 37.025   -69.9
126.475 37.025   -98.6
126.500 37.025  -106.0
126.525 37.025   -90.9
126.550 37.025   -89.4
126.575 37.025   -94.4
126.600 37.025  -103.1
126.625 37.025   -93.7
126.650 37.025  -112.8
126.675 37.025  -107.5
126.700 37.025  -120.1
126.725 37.025  -120.6
126.750 37.025  -110.4
126.775 37.025   -21.4
126.800 37.025  -104.6
126.825 37.025  -103.5
126.850 37.025   -99.5
126.875 37.025   -66.4
126.900 37.025  -107.1
126.925 37.025   -74.3
126.950 37.025   -79.5
126.975 37.025   -98.0
127.000 37.025  -165.4
127.025 37.025  -101.7
127.050 37.025  -160.0
127.075 37.025   -53.3
127.100 37.025  -109.5
127.125 37.025  -125.4
127.150 37.025  -103.4
127.175 37.025     6.9
127.200 37.025   -23.5
127.225 37.025   -18.0
127.250 37.025   107.4
127.275 37.025    14.7
127.300 37.025    20.3
127.325 37.025    18.6
127.350 37.025    -7.8
127.375 37.025   -24.9
127.400 37.025   -31.6
127.425 37.025   -32.6
127.450 37.025   -44.1
127.475 37.025   -56.1
127.500 37.025   -46.9
127.525 37.025   -56.0
127.550 37.025   -69.5
127.575 37.025   -86.0
127.600 37.025   -82.0
127.625 37.025   -75.3
127.650 37.025   -57.6
127.675 37.025   -81.1
127.700 37.025   -84.5
127.725 37.025   -70.1
127.750 37.025   -61.9
127.775 37.025   -22.8
127.800 37.025   -60.8
127.825 37.025  -102.3
127.850 37.025  -163.9
127.875 37.025  -223.6
127.900 37.025  -197.1
127.925 37.025  -133.3
127.950 37.025   -52.1
